,CellIndex,FOVId,CellId,Draft mitotic state resolved,Draft mitotic state coarse,Draft M6/M7 complete,Expert mitotic state resolved,Expert mitotic state coarse
7716,26,4100,356009,M0,Non-mitotic,True,,
7717,27,4100,356010,M0,Non-mitotic,True,,
7718,3,4102,356022,M0,Non-mitotic,True,,
7719,7,4102,356026,M0,Non-mitotic,True,,
7720,11,4102,356030,M0,Non-mitotic,True,,
7721,16,4102,356035,M0,Non-mitotic,True,,
7722,17,4102,356036,M0,Non-mitotic,True,,
7723,18,4102,356037,M0,Non-mitotic,True,,
7724,24,4102,356043,M0,Non-mitotic,True,,
7725,25,4102,356044,M0,Non-mitotic,True,,
7726,27,4102,356046,M0,Non-mitotic,True,,
7727,6,4103,356066,M0,Non-mitotic,True,,
7728,11,4103,356071,M0,Non-mitotic,True,,
7729,14,4103,356074,M0,Non-mitotic,True,,
7730,18,4103,356078,M0,Non-mitotic,True,,
7731,1,4104,356099,M4/M5,Mitotic,True,,
7732,1,4105,356142,M0,Non-mitotic,True,,
7733,21,4105,356162,M0,Non-mitotic,True,,
7734,29,4105,356170,M0,Non-mitotic,True,,
7735,5,4106,356187,M0,Non-mitotic,True,,
7736,2,4107,356220,M4/M5,Mitotic,True,,
7737,14,4108,356268,M0,Non-mitotic,True,,
7738,20,4108,356274,M0,Non-mitotic,True,,
7739,34,4108,356288,M6/M7,Mitotic,False,,
7740,11,4109,356304,M0,Non-mitotic,True,,
7741,12,4109,356305,M0,Non-mitotic,True,,
7742,27,4109,356320,M0,Non-mitotic,True,,
7743,33,4109,356326,M0,Non-mitotic,True,,
7744,11,4111,356376,M0,Non-mitotic,True,,
7745,28,4111,356393,M0,Non-mitotic,True,,
7746,34,4111,356399,M0,Non-mitotic,True,,
7747,33,4112,356440,M0,Non-mitotic,True,,
7748,3,4113,356453,M0,Non-mitotic,True,,
7749,11,4113,356461,M0,Non-mitotic,True,,
7750,13,4113,356463,M0,Non-mitotic,True,,
7751,14,4113,356464,M0,Non-mitotic,True,,
7752,21,4113,356471,M0,Non-mitotic,True,,
7753,8,4114,356497,M0,Non-mitotic,True,,
7754,10,4114,356499,M0,Non-mitotic,True,,
7755,18,4114,356507,M0,Non-mitotic,True,,
7756,7,4115,356525,M0,Non-mitotic,True,,
7757,12,4117,356611,M0,Non-mitotic,True,,
7758,14,4117,356613,M0,Non-mitotic,True,,
7759,21,4117,356620,M0,Non-mitotic,True,,
7760,32,4117,356631,M0,Non-mitotic,True,,
7761,10,4118,356651,M1/M2,Mitotic,True,,
7762,13,4118,356654,M0,Non-mitotic,True,,
7763,26,4118,356667,M4/M5,Mitotic,True,,
7764,10,4119,356694,M0,Non-mitotic,True,,
7765,11,4119,356695,M0,Non-mitotic,True,,
7766,13,4119,356697,M0,Non-mitotic,True,,
7767,14,4119,356698,M0,Non-mitotic,True,,
7768,6,4120,356727,M0,Non-mitotic,True,,
7769,7,4120,356728,M0,Non-mitotic,True,,
7770,13,4120,356734,M0,Non-mitotic,True,,
7771,26,4120,356747,M0,Non-mitotic,True,,
7772,27,4120,356748,M0,Non-mitotic,True,,
7773,3,4121,356762,M0,Non-mitotic,True,,
7774,6,4121,356765,M0,Non-mitotic,True,,
7775,7,4121,356766,M0,Non-mitotic,True,,
7776,29,4121,356788,M0,Non-mitotic,True,,
7777,30,4121,356789,M0,Non-mitotic,True,,
7778,8,4122,356814,M0,Non-mitotic,True,,
7779,16,4122,356822,M0,Non-mitotic,True,,
7780,18,4122,356824,M0,Non-mitotic,True,,
7781,1,4123,356843,M6/M7,Mitotic,True,,
7782,12,4123,356854,M0,Non-mitotic,True,,
7783,14,4123,356856,M0,Non-mitotic,True,,
7784,15,4123,356857,M0,Non-mitotic,True,,
7785,23,4123,356865,M0,Non-mitotic,True,,
7786,25,4123,356867,M0,Non-mitotic,True,,
7787,29,4124,356904,M0,Non-mitotic,True,,
7788,31,4124,356906,M0,Non-mitotic,True,,
7789,4,4126,356953,M0,Non-mitotic,True,,
7790,11,4126,356960,M0,Non-mitotic,True,,
7791,19,4126,356968,M0,Non-mitotic,True,,
7792,26,4126,356975,M0,Non-mitotic,True,,
7793,3,4127,356995,M0,Non-mitotic,True,,
7794,4,4127,356996,M0,Non-mitotic,True,,
7795,13,4127,357005,M0,Non-mitotic,True,,
7796,16,4127,357008,M0,Non-mitotic,True,,
7797,14,4128,357043,M0,Non-mitotic,True,,
7798,17,4128,357046,M0,Non-mitotic,True,,
7799,27,4128,357056,M0,Non-mitotic,True,,
7800,10,4129,357075,M0,Non-mitotic,True,,
7801,27,4129,357092,M0,Non-mitotic,True,,
7802,4,4132,357182,M1/M2,Mitotic,True,,
7803,20,4132,357198,M0,Non-mitotic,True,,
7804,7,4133,357211,M0,Non-mitotic,True,,
7805,14,4133,357218,M0,Non-mitotic,True,,
7806,15,4133,357219,M0,Non-mitotic,True,,
7807,16,4133,357220,M0,Non-mitotic,True,,
7808,17,4133,357221,M0,Non-mitotic,True,,
7809,14,4135,357310,M0,Non-mitotic,True,,
7810,28,4135,357324,M0,Non-mitotic,True,,
7811,29,4135,357325,M0,Non-mitotic,True,,
7812,33,4135,357329,M0,Non-mitotic,True,,
7813,7,4137,357345,M0,Non-mitotic,True,,
7814,14,4139,357396,M0,Non-mitotic,True,,
7815,15,4139,357397,M6/M7,Mitotic,False,,
7816,17,4139,357399,M0,Non-mitotic,True,,
7817,21,4139,357403,M0,Non-mitotic,True,,
7818,9,4141,357423,M0,Non-mitotic,True,,
7819,11,4141,357425,M0,Non-mitotic,True,,
7820,21,4141,357435,M0,Non-mitotic,True,,
7821,27,4142,357475,M0,Non-mitotic,True,,
7822,33,4142,357481,M0,Non-mitotic,True,,
7823,34,4142,357482,M0,Non-mitotic,True,,
7824,4,4143,357495,M0,Non-mitotic,True,,
7825,13,4144,357552,M0,Non-mitotic,True,,
7826,14,4144,357553,M0,Non-mitotic,True,,
7827,15,4144,357554,M0,Non-mitotic,True,,
7828,17,4144,357556,M0,Non-mitotic,True,,
7829,25,4144,357564,M0,Non-mitotic,True,,
7830,31,4144,357570,M0,Non-mitotic,True,,
7831,10,4145,357584,M0,Non-mitotic,True,,
7832,13,4145,357587,M0,Non-mitotic,True,,
7833,5,4146,357607,M0,Non-mitotic,True,,
7834,7,4146,357609,M0,Non-mitotic,True,,
7835,9,4146,357611,M0,Non-mitotic,True,,
7836,12,4146,357614,M0,Non-mitotic,True,,
7837,13,4146,357615,M0,Non-mitotic,True,,
7838,15,4146,357617,M0,Non-mitotic,True,,
7839,16,4146,357618,M4/M5,Mitotic,True,,
7840,22,4146,357624,M0,Non-mitotic,True,,
7841,33,4146,357635,M0,Non-mitotic,True,,
7842,8,4148,357689,M0,Non-mitotic,True,,
7843,18,4148,357699,M0,Non-mitotic,True,,
7844,5,4149,357716,M0,Non-mitotic,True,,
7845,6,4149,357717,M0,Non-mitotic,True,,
7846,13,4149,357724,M0,Non-mitotic,True,,
7847,15,4149,357726,M0,Non-mitotic,True,,
7848,25,4149,357736,M0,Non-mitotic,True,,
7849,29,4149,357740,M0,Non-mitotic,True,,
7850,8,4150,357756,M0,Non-mitotic,True,,
7851,34,4150,357782,M0,Non-mitotic,True,,
7852,2,4151,357794,M0,Non-mitotic,True,,
7853,19,4151,357811,M0,Non-mitotic,True,,
7854,36,4151,357828,M0,Non-mitotic,True,,
7855,20,4152,357851,M0,Non-mitotic,True,,
7856,21,4152,357852,M0,Non-mitotic,True,,
7857,23,4152,357854,M0,Non-mitotic,True,,
7858,18,4153,357883,M0,Non-mitotic,True,,
7859,10,4154,357911,M0,Non-mitotic,True,,
7860,14,4154,357915,M0,Non-mitotic,True,,
7861,15,4154,357916,M0,Non-mitotic,True,,
7862,11,4155,357945,M0,Non-mitotic,True,,
7863,18,4155,357952,M0,Non-mitotic,True,,
7864,19,4155,357953,M0,Non-mitotic,True,,
7865,25,4155,357959,M0,Non-mitotic,True,,
7866,21,4156,357998,M0,Non-mitotic,True,,
7867,7,4157,358015,M0,Non-mitotic,True,,
7868,12,4157,358020,M0,Non-mitotic,True,,
7869,15,4157,358023,M0,Non-mitotic,True,,
7870,20,4157,358028,M0,Non-mitotic,True,,
7871,21,4157,358029,M0,Non-mitotic,True,,
7872,22,4157,358030,M0,Non-mitotic,True,,
7873,2,4158,358045,M0,Non-mitotic,True,,
7874,12,4158,358055,M0,Non-mitotic,True,,
7875,4,4159,358075,M0,Non-mitotic,True,,
7876,5,4159,358076,M0,Non-mitotic,True,,
7877,8,4159,358079,M0,Non-mitotic,True,,
7878,9,4159,358080,M0,Non-mitotic,True,,
7879,25,4159,358096,M0,Non-mitotic,True,,
7880,26,4159,358097,M0,Non-mitotic,True,,
7881,34,4159,358105,M0,Non-mitotic,True,,
7882,35,4159,358106,M0,Non-mitotic,True,,
7883,1,4161,358159,M0,Non-mitotic,True,,
7884,9,4161,358167,M0,Non-mitotic,True,,
7885,38,4161,358196,M0,Non-mitotic,True,,
7886,7,4162,358210,M0,Non-mitotic,True,,
7887,10,4162,358213,M0,Non-mitotic,True,,
7888,12,4162,358215,M0,Non-mitotic,True,,
7889,18,4162,358221,M0,Non-mitotic,True,,
7890,28,4162,358231,M0,Non-mitotic,True,,
7891,9,4175,358247,M0,Non-mitotic,True,,
7892,19,4175,358257,M0,Non-mitotic,True,,
7893,36,4175,358274,M0,Non-mitotic,True,,
7894,9,4176,358288,M0,Non-mitotic,True,,
7895,19,4176,358298,M0,Non-mitotic,True,,
7896,30,4176,358309,M0,Non-mitotic,True,,
7897,36,4176,358315,M0,Non-mitotic,True,,
7898,38,4176,358317,M0,Non-mitotic,True,,
7899,11,4179,358419,M0,Non-mitotic,True,,
7900,29,4179,358437,M0,Non-mitotic,True,,
7901,30,4179,358438,M0,Non-mitotic,True,,
7902,6,4181,358452,M0,Non-mitotic,True,,
7903,19,4182,358501,M0,Non-mitotic,True,,
7904,22,4183,358545,M0,Non-mitotic,True,,
7905,31,4184,358594,M0,Non-mitotic,True,,
7906,6,4185,358608,M0,Non-mitotic,True,,
7907,9,4185,358611,M6/M7,Mitotic,False,,
7908,13,4185,358615,M0,Non-mitotic,True,,
7909,17,4185,358619,M0,Non-mitotic,True,,
7910,19,4185,358621,M0,Non-mitotic,True,,
7911,4,4187,358694,M0,Non-mitotic,True,,
7912,8,4187,358698,M0,Non-mitotic,True,,
7913,15,4187,358705,M0,Non-mitotic,True,,
7914,28,4187,358718,M0,Non-mitotic,True,,
7915,22,4188,358750,M0,Non-mitotic,True,,
7916,24,4189,358781,M0,Non-mitotic,True,,
7917,26,4189,358783,M0,Non-mitotic,True,,
7918,31,4189,358788,M0,Non-mitotic,True,,
7919,33,4189,358790,M0,Non-mitotic,True,,
7920,12,4190,358816,M0,Non-mitotic,True,,
7921,25,4190,358829,M0,Non-mitotic,True,,
7922,2,4191,358842,M0,Non-mitotic,True,,
7923,37,4191,358877,M0,Non-mitotic,True,,
7924,9,4192,358899,M0,Non-mitotic,True,,
7925,19,4192,358909,M0,Non-mitotic,True,,
7926,20,4192,358910,M0,Non-mitotic,True,,
7927,10,4193,358945,M0,Non-mitotic,True,,
7928,20,4193,358955,M0,Non-mitotic,True,,
7929,15,4194,358980,M0,Non-mitotic,True,,
7930,5,4196,359047,M0,Non-mitotic,True,,
7931,7,4196,359049,M0,Non-mitotic,True,,
7932,10,4196,359052,M0,Non-mitotic,True,,
7933,20,4196,359062,M0,Non-mitotic,True,,
7934,27,4196,359069,M0,Non-mitotic,True,,
7935,32,4196,359074,M0,Non-mitotic,True,,
7936,22,4198,359142,M0,Non-mitotic,True,,
7937,29,4198,359149,M0,Non-mitotic,True,,
7938,3,4199,359165,M0,Non-mitotic,True,,
7939,30,4199,359192,M0,Non-mitotic,True,,
7940,8,4201,359262,M0,Non-mitotic,True,,
7941,17,4201,359271,M0,Non-mitotic,True,,
7942,21,4201,359275,M0,Non-mitotic,True,,
7943,7,4202,359293,M0,Non-mitotic,True,,
7944,8,4202,359294,M0,Non-mitotic,True,,
7945,22,4202,359308,M4/M5,Mitotic,True,,
7946,11,4204,359377,M0,Non-mitotic,True,,
7947,19,4204,359385,M0,Non-mitotic,True,,
7948,31,4204,359397,M0,Non-mitotic,True,,
7949,10,4205,359418,M0,Non-mitotic,True,,
7950,16,4205,359424,M0,Non-mitotic,True,,
7951,13,4211,359492,M0,Non-mitotic,True,,
7952,16,4212,359531,M0,Non-mitotic,True,,
7953,22,4212,359537,M0,Non-mitotic,True,,
7954,23,4212,359538,M0,Non-mitotic,True,,
7955,18,4214,359562,M0,Non-mitotic,True,,
7956,24,4214,359568,M0,Non-mitotic,True,,
7957,27,4214,359571,M0,Non-mitotic,True,,
7958,29,4214,359573,M0,Non-mitotic,True,,
7959,38,4214,359582,M0,Non-mitotic,True,,
7960,45,4214,359589,M0,Non-mitotic,True,,
7961,10,4218,359705,M0,Non-mitotic,True,,
7962,28,4218,359723,M0,Non-mitotic,True,,
7963,5,4219,359735,M0,Non-mitotic,True,,
7964,7,4219,359737,M0,Non-mitotic,True,,
7965,9,4219,359739,M0,Non-mitotic,True,,
7966,17,4219,359747,M0,Non-mitotic,True,,
7967,18,4219,359748,M0,Non-mitotic,True,,
7968,16,4220,359782,M0,Non-mitotic,True,,
7969,13,4221,359816,M0,Non-mitotic,True,,
7970,14,4221,359817,M0,Non-mitotic,True,,
7971,20,4221,359823,M0,Non-mitotic,True,,
7972,14,4222,359857,M0,Non-mitotic,True,,
7973,7,4223,359888,M0,Non-mitotic,True,,
7974,8,4223,359889,M0,Non-mitotic,True,,
7975,15,4223,359896,M0,Non-mitotic,True,,
7976,18,4223,359899,M0,Non-mitotic,True,,
7977,20,4223,359901,M0,Non-mitotic,True,,
7978,23,4223,359904,M0,Non-mitotic,True,,
7979,26,4223,359907,M0,Non-mitotic,True,,
7980,40,4223,359921,M0,Non-mitotic,True,,
7981,5,4224,359931,M0,Non-mitotic,True,,
7982,10,4224,359936,M0,Non-mitotic,True,,
7983,13,4224,359939,M0,Non-mitotic,True,,
7984,19,4224,359945,M0,Non-mitotic,True,,
7985,21,4224,359947,M0,Non-mitotic,True,,
7986,23,4224,359949,M0,Non-mitotic,True,,
7987,24,4224,359950,M0,Non-mitotic,True,,
7988,29,4224,359955,M0,Non-mitotic,True,,
7989,30,4224,359956,M0,Non-mitotic,True,,
7990,40,4224,359966,M0,Non-mitotic,True,,
7991,41,4224,359967,M0,Non-mitotic,True,,
7992,9,4225,359980,M0,Non-mitotic,True,,
7993,2,4226,360021,M0,Non-mitotic,True,,
7994,11,4226,360030,M0,Non-mitotic,True,,
7995,9,4227,360075,M0,Non-mitotic,True,,
7996,18,4227,360084,M0,Non-mitotic,True,,
7997,19,4227,360085,M0,Non-mitotic,True,,
7998,21,4227,360087,M0,Non-mitotic,True,,
7999,22,4227,360088,M0,Non-mitotic,True,,
8000,3,4228,360109,M0,Non-mitotic,True,,
8001,15,4228,360121,M0,Non-mitotic,True,,
8002,33,4228,360139,M0,Non-mitotic,True,,
8003,7,4229,360163,M0,Non-mitotic,True,,
8004,25,4229,360181,M0,Non-mitotic,True,,
8005,26,4229,360182,M0,Non-mitotic,True,,
8006,33,4229,360189,M0,Non-mitotic,True,,
8007,37,4229,360193,M0,Non-mitotic,True,,
8008,44,4229,360200,M0,Non-mitotic,True,,
8009,12,4231,360254,M0,Non-mitotic,True,,
8010,16,4231,360258,M4/M5,Mitotic,True,,
8011,19,4231,360261,M0,Non-mitotic,True,,
8012,21,4231,360263,M0,Non-mitotic,True,,
8013,24,4231,360266,M0,Non-mitotic,True,,
8014,30,4231,360272,M0,Non-mitotic,True,,
8015,35,4231,360277,M0,Non-mitotic,True,,
8016,9,4232,360295,M0,Non-mitotic,True,,
8017,14,4232,360300,M0,Non-mitotic,True,,
8018,15,4232,360301,M0,Non-mitotic,True,,
8019,25,4232,360311,M0,Non-mitotic,True,,
8020,7,4233,360329,M0,Non-mitotic,True,,
8021,15,4233,360337,M0,Non-mitotic,True,,
8022,25,4233,360347,M0,Non-mitotic,True,,
8023,28,4233,360350,M0,Non-mitotic,True,,
8024,30,4233,360352,M0,Non-mitotic,True,,
8025,15,4234,360383,M0,Non-mitotic,True,,
8026,19,4234,360387,M0,Non-mitotic,True,,
8027,28,4234,360396,M0,Non-mitotic,True,,
8028,29,4234,360397,M0,Non-mitotic,True,,
8029,30,4234,360398,M0,Non-mitotic,True,,
8030,8,4235,360411,M0,Non-mitotic,True,,
8031,12,4235,360415,M0,Non-mitotic,True,,
8032,13,4235,360416,M0,Non-mitotic,True,,
8033,27,4235,360430,M0,Non-mitotic,True,,
8034,9,4236,360445,M3,Mitotic,True,,
8035,13,4236,360449,M0,Non-mitotic,True,,
8036,15,4236,360451,M0,Non-mitotic,True,,
8037,16,4236,360452,M0,Non-mitotic,True,,
8038,19,4236,360455,M0,Non-mitotic,True,,
8039,22,4236,360458,M0,Non-mitotic,True,,
8040,23,4236,360459,M0,Non-mitotic,True,,
8041,24,4236,360460,M0,Non-mitotic,True,,
8042,27,4236,360463,M0,Non-mitotic,True,,
8043,2,4237,360473,M0,Non-mitotic,True,,
8044,8,4237,360479,M0,Non-mitotic,True,,
8045,20,4238,360543,M0,Non-mitotic,True,,
8046,10,4239,360565,M0,Non-mitotic,True,M0,Non-mitotic
8047,8,4240,360595,M0,Non-mitotic,True,,
8048,12,4240,360599,M0,Non-mitotic,True,,
8049,13,4240,360600,M0,Non-mitotic,True,,
8050,24,4240,360611,M0,Non-mitotic,True,,
8051,25,4240,360612,M0,Non-mitotic,True,,
8052,27,4240,360614,M0,Non-mitotic,True,,
8053,28,4240,360615,M0,Non-mitotic,True,,
8054,6,4241,360632,M4/M5,Mitotic,True,M4/M5,Mitotic
8055,14,4241,360640,M0,Non-mitotic,True,M0,Non-mitotic
8056,18,4241,360644,M0,Non-mitotic,True,M0,Non-mitotic
8057,41,4241,360667,M0,Non-mitotic,True,M0,Non-mitotic
8058,10,4242,360686,M0,Non-mitotic,True,,
8059,12,4242,360688,M0,Non-mitotic,True,,
8060,16,4242,360692,M0,Non-mitotic,True,,
8061,38,4242,360714,M0,Non-mitotic,True,,
8062,42,4242,360718,M0,Non-mitotic,True,,
8063,47,4242,360723,M0,Non-mitotic,True,,
8064,1,4244,360757,M0,Non-mitotic,True,,
8065,16,4244,360772,M0,Non-mitotic,True,,
8066,20,4244,360776,M0,Non-mitotic,True,,
8067,14,4245,360806,M0,Non-mitotic,True,M0,Non-mitotic
8068,21,4245,360813,M0,Non-mitotic,True,M0,Non-mitotic
8069,28,4245,360820,M0,Non-mitotic,True,M0,Non-mitotic
8070,3,4249,360875,M4/M5,Mitotic,True,,
8071,20,4249,360892,M0,Non-mitotic,True,,
8072,3,4251,360916,M4/M5,Mitotic,True,M3,Mitotic
8073,10,4251,360923,M0,Non-mitotic,True,M0,Non-mitotic
8074,17,4257,361046,M0,Non-mitotic,True,M0,Non-mitotic
8075,18,4257,361047,M0,Non-mitotic,True,M0,Non-mitotic
8076,7,4258,361071,M0,Non-mitotic,True,,
8077,13,4258,361077,M0,Non-mitotic,True,,
8078,20,4258,361084,M0,Non-mitotic,True,,
8079,30,4258,361094,M0,Non-mitotic,True,,
8080,19,4260,361114,M0,Non-mitotic,True,M0,Non-mitotic
8081,25,4261,361150,M0,Non-mitotic,True,,
8082,48,4261,361173,M0,Non-mitotic,True,,
8083,7,4263,361184,M0,Non-mitotic,True,M0,Non-mitotic
8084,8,4263,361185,M0,Non-mitotic,True,M0,Non-mitotic
8085,11,4263,361188,M0,Non-mitotic,True,M0,Non-mitotic
8086,20,4263,361197,M0,Non-mitotic,True,M0,Non-mitotic
8087,9,4266,361273,M0,Non-mitotic,True,M0,Non-mitotic
8088,13,4266,361277,M0,Non-mitotic,True,M0,Non-mitotic
8089,18,4266,361282,M0,Non-mitotic,True,M0,Non-mitotic
8090,23,4266,361287,M0,Non-mitotic,True,M0,Non-mitotic
8091,9,4267,361302,M0,Non-mitotic,True,,
8092,11,4267,361304,M0,Non-mitotic,True,,
8093,12,4267,361305,M0,Non-mitotic,True,,
8094,18,4267,361311,M0,Non-mitotic,True,,
8095,25,4267,361318,M0,Non-mitotic,True,,
8096,26,4267,361319,M0,Non-mitotic,True,,
8097,5,4268,361339,M0,Non-mitotic,True,M0,Non-mitotic
8098,7,4269,361371,M0,Non-mitotic,True,,
8099,20,4269,361384,M0,Non-mitotic,True,,
8100,21,4269,361385,M0,Non-mitotic,True,,
8101,6,4270,361410,M0,Non-mitotic,True,,
8102,26,4270,361430,M0,Non-mitotic,True,,
8103,12,4271,361472,M0,Non-mitotic,True,M0,Non-mitotic
8104,25,4271,361485,M0,Non-mitotic,True,M0,Non-mitotic
8105,8,4272,361500,M0,Non-mitotic,True,,
8106,11,4272,361503,M0,Non-mitotic,True,,
8107,14,4272,361506,M0,Non-mitotic,True,,
8108,10,4273,361535,M0,Non-mitotic,True,M0,Non-mitotic
8109,19,4273,361544,M0,Non-mitotic,True,M0,Non-mitotic
8110,22,4273,361547,M0,Non-mitotic,True,M0,Non-mitotic
8111,2,4274,361557,M6/M7,Mitotic,True,,
8112,4,4274,361559,M0,Non-mitotic,True,M0,Non-mitotic
8113,15,4274,361570,M0,Non-mitotic,True,M0,Non-mitotic
8114,21,4274,361576,M0,Non-mitotic,True,M0,Non-mitotic
8115,1,4276,361645,M4/M5,Mitotic,True,,
8116,15,4276,361659,M0,Non-mitotic,True,,
8117,18,4277,361704,M0,Non-mitotic,True,M0,Non-mitotic
8118,27,4277,361713,M0,Non-mitotic,True,M0,Non-mitotic
8119,1,4278,361718,M4/M5,Mitotic,True,,
8120,2,4278,361719,M4/M5,Mitotic,True,,
8121,5,4278,361722,M0,Non-mitotic,True,,
8122,8,4278,361725,M0,Non-mitotic,True,,
8123,14,4278,361731,M0,Non-mitotic,True,,
8124,21,4278,361738,M0,Non-mitotic,True,,
8125,22,4278,361739,M0,Non-mitotic,True,,
8126,9,4280,361766,M0,Non-mitotic,True,,
8127,22,4280,361779,M0,Non-mitotic,True,,
8128,27,4280,361784,M0,Non-mitotic,True,,
8129,14,4281,361810,M0,Non-mitotic,True,M0,Non-mitotic
8130,21,4281,361817,M0,Non-mitotic,True,M0,Non-mitotic
8131,2,4282,361839,M0,Non-mitotic,True,,
8132,8,4282,361845,M0,Non-mitotic,True,,
8133,13,4282,361850,M0,Non-mitotic,True,,
8134,15,4282,361852,M0,Non-mitotic,True,,
8135,33,4282,361870,M0,Non-mitotic,True,,
8136,12,4283,361904,M0,Non-mitotic,True,M0,Non-mitotic
8137,8,4284,361945,M0,Non-mitotic,True,,
8138,21,4284,361958,M0,Non-mitotic,True,,
8139,12,4287,362028,M0,Non-mitotic,True,M0,Non-mitotic
8140,13,4287,362029,M0,Non-mitotic,True,M0,Non-mitotic
8141,21,4287,362037,M0,Non-mitotic,True,M0,Non-mitotic
8142,7,4288,362057,M0,Non-mitotic,True,,
8143,29,4288,362079,M0,Non-mitotic,True,,
8144,3,4289,362094,M6/M7,Mitotic,False,M6/M7,Mitotic
8145,32,4289,362123,M0,Non-mitotic,True,M0,Non-mitotic
8146,2,4290,362132,M4/M5,Mitotic,True,,
8147,14,4290,362144,M0,Non-mitotic,True,,
8148,16,4290,362146,M0,Non-mitotic,True,,
8149,33,4290,362163,M0,Non-mitotic,True,,
8150,1,4293,362223,M0,Non-mitotic,True,M0,Non-mitotic
8151,5,4294,362251,M0,Non-mitotic,True,M0,Non-mitotic
8152,13,4294,362259,M0,Non-mitotic,True,M0,Non-mitotic
8153,20,4294,362266,M0,Non-mitotic,True,M0,Non-mitotic
8154,23,4294,362269,M0,Non-mitotic,True,M0,Non-mitotic
8155,28,4294,362274,M0,Non-mitotic,True,M0,Non-mitotic
8156,1,4296,362279,M4/M5,Mitotic,True,M4/M5,Mitotic
8157,36,4298,362349,M0,Non-mitotic,True,M0,Non-mitotic
8158,1,4299,362362,M3,Mitotic,True,M3,Mitotic
8159,13,4299,362374,M4/M5,Mitotic,True,M4/M5,Mitotic
8160,26,4299,362387,M0,Non-mitotic,True,M0,Non-mitotic
8161,7,4300,362407,M0,Non-mitotic,True,M0,Non-mitotic
8162,15,4300,362415,M0,Non-mitotic,True,M0,Non-mitotic
8163,10,4301,362444,M0,Non-mitotic,True,M0,Non-mitotic
8164,11,4301,362445,M0,Non-mitotic,True,M0,Non-mitotic
8165,16,4301,362450,M0,Non-mitotic,True,M0,Non-mitotic
8166,17,4301,362451,M0,Non-mitotic,True,M0,Non-mitotic
8167,22,4301,362456,M0,Non-mitotic,True,M0,Non-mitotic
8168,1,4303,362510,M4/M5,Mitotic,True,M4/M5,Mitotic
8169,14,4303,362523,M0,Non-mitotic,True,M0,Non-mitotic
8170,17,4303,362526,M0,Non-mitotic,True,M0,Non-mitotic
8171,26,4303,362535,M0,Non-mitotic,True,M0,Non-mitotic
8172,33,4303,362542,M0,Non-mitotic,True,M0,Non-mitotic
8173,10,4304,362556,M0,Non-mitotic,True,M0,Non-mitotic
8174,31,4304,362577,M0,Non-mitotic,True,M0,Non-mitotic
8175,35,4304,362581,M0,Non-mitotic,True,M0,Non-mitotic
8176,1,4307,362583,M3,Mitotic,True,M3,Mitotic
8177,12,4307,362594,M0,Non-mitotic,True,M0,Non-mitotic
8178,14,4308,362628,M0,Non-mitotic,True,M0,Non-mitotic
8179,26,4308,362640,M0,Non-mitotic,True,M0,Non-mitotic
8180,3,4309,362648,M4/M5,Mitotic,True,M4/M5,Mitotic
8181,4,4310,362685,M0,Non-mitotic,True,M0,Non-mitotic
8182,7,4310,362688,M0,Non-mitotic,True,M0,Non-mitotic
8183,8,4310,362689,M0,Non-mitotic,True,M0,Non-mitotic
8184,9,4310,362690,M0,Non-mitotic,True,M0,Non-mitotic
8185,11,4310,362692,M0,Non-mitotic,True,M0,Non-mitotic
8186,18,4310,362699,M0,Non-mitotic,True,M0,Non-mitotic
8187,19,4310,362700,M0,Non-mitotic,True,M0,Non-mitotic
8188,28,4310,362709,M0,Non-mitotic,True,M0,Non-mitotic
8189,1,4312,362742,M6/M7,Mitotic,False,M6/M7,Mitotic
8190,15,4313,362796,M0,Non-mitotic,True,M0,Non-mitotic
8191,17,4313,362798,M0,Non-mitotic,True,M0,Non-mitotic
8192,21,4313,362802,M0,Non-mitotic,True,M0,Non-mitotic
8193,22,4313,362803,M0,Non-mitotic,True,M0,Non-mitotic
8194,33,4313,362814,M0,Non-mitotic,True,M0,Non-mitotic
8195,4,4315,362849,M0,Non-mitotic,True,M0,Non-mitotic
8196,12,4315,362857,M0,Non-mitotic,True,M0,Non-mitotic
8197,22,4315,362867,M0,Non-mitotic,True,M0,Non-mitotic
8198,23,4315,362868,M0,Non-mitotic,True,M0,Non-mitotic
8199,25,4315,362870,M0,Non-mitotic,True,M0,Non-mitotic
8200,31,4316,362914,M0,Non-mitotic,True,M0,Non-mitotic
8201,9,4317,362933,M0,Non-mitotic,True,M0,Non-mitotic
8202,10,4317,362934,M0,Non-mitotic,True,M0,Non-mitotic
8203,11,4317,362935,M0,Non-mitotic,True,M0,Non-mitotic
8204,12,4319,363001,M0,Non-mitotic,True,M0,Non-mitotic
8205,1,4320,363029,M4/M5,Mitotic,True,M4/M5,Mitotic
8206,28,4324,363168,M0,Non-mitotic,True,M0,Non-mitotic
8207,3,4325,363184,M0,Non-mitotic,True,M0,Non-mitotic
8208,10,4325,363191,M0,Non-mitotic,True,M0,Non-mitotic
8209,20,4325,363201,M0,Non-mitotic,True,M0,Non-mitotic
8210,26,4325,363207,M0,Non-mitotic,True,M0,Non-mitotic
8211,2,4327,363257,M0,Non-mitotic,True,M0,Non-mitotic
8212,8,4327,363263,M0,Non-mitotic,True,M0,Non-mitotic
8213,22,4328,363312,M0,Non-mitotic,True,M0,Non-mitotic
